task_code,cutting_best_response,cutting_second_response,maintenance_name_response,process_name_response,quality_name_response,date_response,decision_score,score_rel_opt_cc
T3,,,Laser Cutter,Laser Welding Machine 2,Assembly Machine 3,,0.5756410256410256,0.2312464604044797
T3,,,Laser Cutter,Laser Welding Machine 2,Testing Machine 2,,0.5756410256410256,0.2312464604044797
T3,,,Low Capacity Cutting Machine 1,Laser Welding Machine 2,Large Capacity Cutting Machine 2,,0.5756410256410256,0.2312464604044797
T3,,,Riveting Machine,Laser Welding Machine 2,Large Capacity Cutting Machine 2,,0.5756410256410256,0.2312464604044797
T3,,,Medium Capacity Cutting Machine 3,Assembly Machine 2,Low Capacity Cutting Machine 1,,0.575,0.2300852012812236
T3,,,Medium Capacity Cutting Machine 3,Assembly Machine 2,Riveting Machine,,0.575,0.2300852012812236
T3,,,Medium Capacity Cutting Machine 3,Assembly Machine 2,Laser Cutter,,0.575,0.2300852012812236
T3,,,Testing Machine 3,Low Capacity Cutting Machine 1,Riveting Machine,,0.5714285714285714,0.2236153290230826
T3,,,Testing Machine 3,Low Capacity Cutting Machine 1,Laser Cutter,,0.5714285714285714,0.2236153290230826
T3,,,Testing Machine 3,Riveting Machine,Low Capacity Cutting Machine 1,,0.5714285714285714,0.2236153290230826
T3,,,Testing Machine 3,Laser Cutter,Riveting Machine,,0.5714285714285714,0.2236153290230826
T3,,,Testing Machine 3,Laser Cutter,Low Capacity Cutting Machine 1,,0.5714285714285714,0.2236153290230826
T3,,,Testing Machine 3,Riveting Machine,Laser Cutter,,0.5714285714285714,0.2236153290230826
T3,,,Medium Capacity Cutting Machine 2,Large Capacity Cutting Machine 2,Testing Machine 2,,0.5708791208791208,0.2226199640602917
T3,,,Medium Capacity Cutting Machine 2,Large Capacity Cutting Machine 2,Assembly Machine 3,,0.5708791208791208,0.2226199640602917
T3,,,Medium Capacity Cutting Machine 2,Assembly Machine 3,Testing Machine 2,,0.5708791208791208,0.2226199640602917
T3,,,Medium Capacity Cutting Machine 2,Assembly Machine 3,Large Capacity Cutting Machine 2,,0.5708791208791208,0.2226199640602917
T3,,,Laser Cutter,Large Capacity Cutting Machine 1,Low Capacity Cutting Machine 1,,0.5666666666666667,0.2149888326788947
T3,,,Riveting Machine,Assembly Machine 1,Low Capacity Cutting Machine 1,,0.5666666666666667,0.2149888326788947
T3,,,Low Capacity Cutting Machine 1,Assembly Machine 1,Laser Cutter,,0.5666666666666667,0.2149888326788947
T3,,,Low Capacity Cutting Machine 1,Large Capacity Cutting Machine 1,Laser Cutter,,0.5666666666666667,0.2149888326788947
T3,,,Low Capacity Cutting Machine 1,Large Capacity Cutting Machine 1,Riveting Machine,,0.5666666666666667,0.2149888326788947
T3,,,Low Capacity Cutting Machine 1,Assembly Machine 1,Riveting Machine,,0.5666666666666667,0.2149888326788947
T3,,,Riveting Machine,Large Capacity Cutting Machine 1,Low Capacity Cutting Machine 1,,0.5666666666666667,0.2149888326788947
T3,,,Riveting Machine,Large Capacity Cutting Machine 1,Laser Cutter,,0.5666666666666667,0.2149888326788947
T3,,,Laser Cutter,Large Capacity Cutting Machine 1,Riveting Machine,,0.5666666666666667,0.2149888326788947
T3,,,Laser Cutter,Assembly Machine 1,Riveting Machine,,0.5666666666666667,0.2149888326788947
T3,,,Riveting Machine,Assembly Machine 1,Laser Cutter,,0.5666666666666667,0.2149888326788947
T3,,,Laser Cutter,Assembly Machine 1,Low Capacity Cutting Machine 1,,0.5666666666666667,0.2149888326788947
T3,,,Laser Cutter,Assembly Machine 2,Laser Welding Machine 2,,0.5653846153846154,0.2126663144323825
T3,,,Riveting Machine,Assembly Machine 2,Laser Welding Machine 2,,0.5653846153846154,0.2126663144323825
T3,,,Low Capacity Cutting Machine 1,Large Capacity Cutting Machine 2,Laser Welding Machine 1,,0.5653846153846154,0.2126663144323825
T3,,,Riveting Machine,Large Capacity Cutting Machine 2,Laser Welding Machine 1,,0.5653846153846154,0.2126663144323825
T3,,,Low Capacity Cutting Machine 1,Assembly Machine 2,Laser Welding Machine 2,,0.5653846153846154,0.2126663144323825
T3,,,Laser Cutter,Assembly Machine 3,Laser Welding Machine 1,,0.5653846153846154,0.2126663144323825
T3,,,Riveting Machine,Assembly Machine 3,Laser Welding Machine 1,,0.5653846153846154,0.2126663144323825
T3,,,Laser Cutter,Large Capacity Cutting Machine 2,Laser Welding Machine 1,,0.5653846153846154,0.2126663144323825
T3,,,Low Capacity Cutting Machine 1,Assembly Machine 3,Laser Welding Machine 1,,0.5653846153846154,0.2126663144323825
T3,,,Large Capacity Cutting Machine 2,Testing Machine 2,Medium Capacity Cutting Machine 2,,0.5643772893772894,0.2108414786672659
T3,,,Laser Welding Machine 2,Testing Machine 2,Medium Capacity Cutting Machine 2,,0.5643772893772894,0.2108414786672659
T3,,,Assembly Machine 3,Testing Machine 2,Medium Capacity Cutting Machine 2,,0.5643772893772894,0.2108414786672659
T3,,,Assembly Machine 3,Low Capacity Cutting Machine 1,Laser Welding Machine 1,,0.5618131868131868,0.2061964421742416
T3,,,Assembly Machine 3,Laser Cutter,Laser Welding Machine 1,,0.5618131868131868,0.2061964421742416
T3,,,Large Capacity Cutting Machine 2,Laser Cutter,Laser Welding Machine 1,,0.5618131868131868,0.2061964421742416
T3,,,Large Capacity Cutting Machine 2,Riveting Machine,Laser Welding Machine 1,,0.5618131868131868,0.2061964421742416
T3,,,Testing Machine 2,Riveting Machine,Laser Welding Machine 1,,0.5618131868131868,0.2061964421742416
T3,,,Testing Machine 2,Laser Cutter,Laser Welding Machine 1,,0.5618131868131868,0.2061964421742416
T3,,,Assembly Machine 3,Riveting Machine,Laser Welding Machine 1,,0.5618131868131868,0.2061964421742416
T3,,,Large Capacity Cutting Machine 2,Low Capacity Cutting Machine 1,Laser Welding Machine 1,,0.5618131868131868,0.2061964421742416
T3,,,Testing Machine 2,Low Capacity Cutting Machine 1,Laser Welding Machine 1,,0.5618131868131868,0.2061964421742416
T3,,,Testing Machine 2,Medium Capacity Cutting Machine 2,Laser Welding Machine 2,,0.5605311355311355,0.2038739239277295
T3,,,Large Capacity Cutting Machine 2,Medium Capacity Cutting Machine 2,Laser Welding Machine 2,,0.5605311355311355,0.2038739239277295
T3,,,Assembly Machine 3,Medium Capacity Cutting Machine 2,Laser Welding Machine 2,,0.5605311355311355,0.2038739239277295
T3,,,Large Capacity Cutting Machine 1,Testing Machine 3,Riveting Machine,,0.5595238095238095,0.2020490881626128
T3,,,Large Capacity Cutting Machine 1,Testing Machine 3,Laser Cutter,,0.5595238095238095,0.2020490881626128
T3,,,Laser Welding Machine 1,Testing Machine 3,Riveting Machine,,0.5595238095238095,0.2020490881626128
T3,,,Laser Welding Machine 1,Testing Machine 3,Laser Cutter,,0.5595238095238095,0.2020490881626128
T3,,,Laser Welding Machine 1,Testing Machine 3,Low Capacity Cutting Machine 1,,0.5595238095238095,0.2020490881626128
T3,,,Large Capacity Cutting Machine 1,Testing Machine 3,Low Capacity Cutting Machine 1,,0.5595238095238095,0.2020490881626128
T3,,,Laser Cutter,Testing Machine 2,Medium Capacity Cutting Machine 3,,0.558974358974359,0.2010537231998219
T3,,,Riveting Machine,Testing Machine 2,Medium Capacity Cutting Machine 3,,0.558974358974359,0.2010537231998219
T3,,,Low Capacity Cutting Machine 1,Testing Machine 2,Medium Capacity Cutting Machine 3,,0.558974358974359,0.2010537231998219
T3,,,Testing Machine 1,Assembly Machine 2,Low Capacity Cutting Machine 1,,0.5571428571428572,0.1977358399905188
T3,,,Testing Machine 1,Assembly Machine 2,Laser Cutter,,0.5571428571428572,0.1977358399905188
T3,,,Testing Machine 1,Assembly Machine 2,Riveting Machine,,0.5571428571428572,0.1977358399905188
T3,,,Testing Machine 1,Laser Welding Machine 1,Assembly Machine 3,,0.5565934065934066,0.1967404750277279
T3,,,Testing Machine 1,Laser Welding Machine 1,Large Capacity Cutting Machine 2,,0.5565934065934066,0.1967404750277279
T3,,,Medium Capacity Cutting Machine 3,Assembly Machine 3,Laser Welding Machine 2,,0.5557692307692308,0.1952474275835415
T3,,,Medium Capacity Cutting Machine 3,Large Capacity Cutting Machine 2,Laser Welding Machine 2,,0.5557692307692308,0.1952474275835415
T3,,,Assembly Machine 3,Testing Machine 3,Medium Capacity Cutting Machine 3,,0.5554029304029304,0.1945838509416809
T3,,,Testing Machine 2,Medium Capacity Cutting Machine 3,Assembly Machine 3,,0.5554029304029304,0.1945838509416809
T3,,,Large Capacity Cutting Machine 2,Medium Capacity Cutting Machine 3,Testing Machine 2,,0.5554029304029304,0.1945838509416809
T3,,,Laser Welding Machine 2,Medium Capacity Cutting Machine 3,Assembly Machine 3,,0.5554029304029304,0.1945838509416809
T3,,,Laser Welding Machine 2,Medium Capacity Cutting Machine 3,Large Capacity Cutting Machine 2,,0.5554029304029304,0.1945838509416809
T3,,,Laser Welding Machine 2,Testing Machine 3,Medium Capacity Cutting Machine 3,,0.5554029304029304,0.1945838509416809
T3,,,Large Capacity Cutting Machine 2,Testing Machine 3,Medium Capacity Cutting Machine 3,,0.5554029304029304,0.1945838509416809
T3,,,Laser Welding Machine 2,Medium Capacity Cutting Machine 3,Testing Machine 2,,0.5554029304029304,0.1945838509416809
T3,,,Large Capacity Cutting Machine 2,Medium Capacity Cutting Machine 3,Assembly Machine 3,,0.5554029304029304,0.1945838509416809
T3,,,Testing Machine 2,Medium Capacity Cutting Machine 3,Large Capacity Cutting Machine 2,,0.5554029304029304,0.1945838509416809
T3,,,Assembly Machine 3,Medium Capacity Cutting Machine 3,Large Capacity Cutting Machine 2,,0.5554029304029304,0.1945838509416809
T3,,,Assembly Machine 3,Medium Capacity Cutting Machine 3,Testing Machine 2,,0.5554029304029304,0.1945838509416809
T3,,,Riveting Machine,Laser Welding Machine 1,Testing Machine 3,,0.5538461538461539,0.1917636502137733
T3,,,Low Capacity Cutting Machine 1,Laser Welding Machine 1,Testing Machine 3,,0.5538461538461539,0.1917636502137733
T3,,,Laser Cutter,Laser Welding Machine 1,Testing Machine 3,,0.5538461538461539,0.1917636502137733
T3,,,Medium Capacity Cutting Machine 3,Testing Machine 2,Large Capacity Cutting Machine 2,,0.5506410256410257,0.185957354597493
T3,,,Medium Capacity Cutting Machine 3,Testing Machine 2,Assembly Machine 3,,0.5506410256410257,0.185957354597493
T3,,,Laser Welding Machine 2,Large Capacity Cutting Machine 2,Testing Machine 3,,0.5502747252747253,0.1852937779556324
T3,,,Assembly Machine 3,Large Capacity Cutting Machine 2,Testing Machine 3,,0.5502747252747253,0.1852937779556324
T3,,,Laser Welding Machine 2,Assembly Machine 3,Testing Machine 3,,0.5502747252747253,0.1852937779556324
T3,,,Large Capacity Cutting Machine 2,Assembly Machine 3,Testing Machine 3,,0.5502747252747253,0.1852937779556324
T3,,,Testing Machine 1,Riveting Machine,Medium Capacity Cutting Machine 3,,0.5494505494505494,0.1838007305114458
T3,,,Testing Machine 1,Laser Cutter,Medium Capacity Cutting Machine 3,,0.5494505494505494,0.1838007305114458
T3,,,Testing Machine 1,Low Capacity Cutting Machine 1,Medium Capacity Cutting Machine 3,,0.5494505494505494,0.1838007305114458
T3,,,Testing Machine 1,Large Capacity Cutting Machine 2,Medium Capacity Cutting Machine 2,,0.548901098901099,0.1828053655486551
T3,,,Testing Machine 1,Assembly Machine 3,Medium Capacity Cutting Machine 2,,0.548901098901099,0.1828053655486551
T3,,,Large Capacity Cutting Machine 2,Medium Capacity Cutting Machine 1,Low Capacity Cutting Machine 1,,0.5464285714285715,0.1783262232160959
T3,,,Large Capacity Cutting Machine 2,Medium Capacity Cutting Machine 1,Riveting Machine,,0.5464285714285715,0.1783262232160959
T3,,,Testing Machine 2,Medium Capacity Cutting Machine 1,Laser Cutter,,0.5464285714285715,0.1783262232160959
T3,,,Laser Welding Machine 2,Medium Capacity Cutting Machine 1,Laser Cutter,,0.5464285714285715,0.1783262232160959
T3,,,Laser Welding Machine 2,Medium Capacity Cutting Machine 1,Low Capacity Cutting Machine 1,,0.5464285714285715,0.1783262232160959
T3,,,Laser Welding Machine 2,Medium Capacity Cutting Machine 1,Riveting Machine,,0.5464285714285715,0.1783262232160959
T3,,,Large Capacity Cutting Machine 2,Medium Capacity Cutting Machine 1,Laser Cutter,,0.5464285714285715,0.1783262232160959
T3,,,Assembly Machine 3,Medium Capacity Cutting Machine 1,Riveting Machine,,0.5464285714285715,0.1783262232160959
T3,,,Testing Machine 2,Medium Capacity Cutting Machine 1,Low Capacity Cutting Machine 1,,0.5464285714285715,0.1783262232160959
T3,,,Testing Machine 2,Medium Capacity Cutting Machine 1,Riveting Machine,,0.5464285714285715,0.1783262232160959
T3,,,Assembly Machine 3,Medium Capacity Cutting Machine 1,Laser Cutter,,0.5464285714285715,0.1783262232160959
T3,,,Assembly Machine 3,Medium Capacity Cutting Machine 1,Low Capacity Cutting Machine 1,,0.5464285714285715,0.1783262232160959
T3,,,Medium Capacity Cutting Machine 2,Testing Machine 2,Low Capacity Cutting Machine 1,,0.5452380952380952,0.1761695991300488
T3,,,Medium Capacity Cutting Machine 2,Testing Machine 2,Riveting Machine,,0.5452380952380952,0.1761695991300488
T3,,,Medium Capacity Cutting Machine 2,Testing Machine 2,Laser Cutter,,0.5452380952380952,0.1761695991300488
T3,,,Medium Capacity Cutting Machine 2,Laser Cutter,Laser Welding Machine 2,,0.543956043956044,0.1738470808835368
T3,,,Medium Capacity Cutting Machine 2,Riveting Machine,Laser Welding Machine 2,,0.543956043956044,0.1738470808835368
T3,,,Medium Capacity Cutting Machine 2,Low Capacity Cutting Machine 1,Laser Welding Machine 2,,0.543956043956044,0.1738470808835368
T3,,,Large Capacity Cutting Machine 2,Testing Machine 2,Laser Welding Machine 2,,0.5438644688644689,0.1736811867230717
T3,,,Assembly Machine 3,Testing Machine 2,Laser Welding Machine 2,,0.5438644688644689,0.1736811867230717
T3,,,Large Capacity Cutting Machine 1,Laser Welding Machine 1,Laser Cutter,,0.5428571428571428,0.1718563509579548
T3,,,Large Capacity Cutting Machine 1,Laser Welding Machine 1,Low Capacity Cutting Machine 1,,0.5428571428571428,0.1718563509579548
T3,,,Large Capacity Cutting Machine 1,Laser Welding Machine 1,Riveting Machine,,0.5428571428571428,0.1718563509579548
T3,,,Laser Cutter,Medium Capacity Cutting Machine 1,Assembly Machine 3,,0.5423076923076924,0.1708609859951641
T3,,,Laser Cutter,Medium Capacity Cutting Machine 1,Testing Machine 2,,0.5423076923076924,0.1708609859951641
T3,,,Low Capacity Cutting Machine 1,Medium Capacity Cutting Machine 1,Assembly Machine 3,,0.5423076923076924,0.1708609859951641
T3,,,Riveting Machine,Medium Capacity Cutting Machine 1,Assembly Machine 3,,0.5423076923076924,0.1708609859951641
T3,,,Low Capacity Cutting Machine 1,Medium Capacity Cutting Machine 1,Large Capacity Cutting Machine 2,,0.5423076923076924,0.1708609859951641
T3,,,Low Capacity Cutting Machine 1,Medium Capacity Cutting Machine 1,Testing Machine 2,,0.5423076923076924,0.1708609859951641
T3,,,Riveting Machine,Medium Capacity Cutting Machine 1,Testing Machine 2,,0.5423076923076924,0.1708609859951641
T3,,,Riveting Machine,Medium Capacity Cutting Machine 1,Large Capacity Cutting Machine 2,,0.5423076923076924,0.1708609859951641
T3,,,Laser Cutter,Medium Capacity Cutting Machine 1,Large Capacity Cutting Machine 2,,0.5423076923076924,0.1708609859951641
T3,,,Low Capacity Cutting Machine 1,Assembly Machine 2,Medium Capacity Cutting Machine 3,,0.5423076923076923,0.1708609859951639
T3,,,Laser Cutter,Assembly Machine 2,Medium Capacity Cutting Machine 3,,0.5423076923076923,0.1708609859951639
T3,,,Riveting Machine,Assembly Machine 2,Medium Capacity Cutting Machine 3,,0.5423076923076923,0.1708609859951639
T3,,,Testing Machine 1,Medium Capacity Cutting Machine 2,Assembly Machine 3,,0.53992673992674,0.1665477378230701
T3,,,Testing Machine 1,Medium Capacity Cutting Machine 2,Large Capacity Cutting Machine 2,,0.53992673992674,0.1665477378230701
T3,,,Assembly Machine 3,Laser Welding Machine 1,Medium Capacity Cutting Machine 3,,0.5387362637362637,0.1643911137370229
T3,,,Large Capacity Cutting Machine 2,Laser Welding Machine 1,Medium Capacity Cutting Machine 3,,0.5387362637362637,0.1643911137370229
T3,,,Testing Machine 2,Laser Welding Machine 1,Medium Capacity Cutting Machine 3,,0.5387362637362637,0.1643911137370229
T3,,,Low Capacity Cutting Machine 1,Laser Cutter,Testing Machine 1,,0.5384615384615383,0.1638934312556272
T3,,,Laser Cutter,Riveting Machine,Testing Machine 1,,0.5384615384615383,0.1638934312556272
T3,,,Low Capacity Cutting Machine 1,Riveting Machine,Testing Machine 1,,0.5384615384615383,0.1638934312556272
T3,,,Riveting Machine,Laser Cutter,Testing Machine 1,,0.5384615384615383,0.1638934312556272
T3,,,Laser Cutter,Low Capacity Cutting Machine 1,Testing Machine 1,,0.5384615384615383,0.1638934312556272
T3,,,Riveting Machine,Low Capacity Cutting Machine 1,Testing Machine 1,,0.5384615384615383,0.1638934312556272
T3,,,Medium Capacity Cutting Machine 2,Testing Machine 3,Large Capacity Cutting Machine 2,,0.5375457875457875,0.1622344896509759
T3,,,Medium Capacity Cutting Machine 2,Testing Machine 3,Assembly Machine 3,,0.5375457875457875,0.1622344896509759
T3,,,Riveting Machine,Medium Capacity Cutting Machine 2,Testing Machine 3,,0.537179487179487,0.1615709130091151
T3,,,Laser Cutter,Medium Capacity Cutting Machine 2,Testing Machine 3,,0.537179487179487,0.1615709130091151
T3,,,Low Capacity Cutting Machine 1,Medium Capacity Cutting Machine 2,Testing Machine 3,,0.537179487179487,0.1615709130091151
T3,,,Assembly Machine 2,Low Capacity Cutting Machine 1,Riveting Machine,,0.5357142857142856,0.1589166064416727
T3,,,Assembly Machine 2,Low Capacity Cutting Machine 1,Laser Cutter,,0.5357142857142856,0.1589166064416727
T3,,,Assembly Machine 2,Riveting Machine,Low Capacity Cutting Machine 1,,0.5357142857142856,0.1589166064416727
T3,,,Assembly Machine 2,Riveting Machine,Laser Cutter,,0.5357142857142856,0.1589166064416727
T3,,,Assembly Machine 2,Laser Cutter,Low Capacity Cutting Machine 1,,0.5357142857142856,0.1589166064416727
T3,,,Assembly Machine 2,Laser Cutter,Riveting Machine,,0.5357142857142856,0.1589166064416727
T3,,,Laser Welding Machine 1,Large Capacity Cutting Machine 2,Testing Machine 2,,0.5351648351648352,0.1579212414788819
T3,,,Laser Welding Machine 1,Assembly Machine 3,Testing Machine 2,,0.5351648351648352,0.1579212414788819
T3,,,Laser Welding Machine 1,Large Capacity Cutting Machine 2,Assembly Machine 3,,0.5351648351648352,0.1579212414788819
T3,,,Laser Welding Machine 1,Assembly Machine 3,Large Capacity Cutting Machine 2,,0.5351648351648352,0.1579212414788819
T3,,,Large Capacity Cutting Machine 1,Assembly Machine 3,Testing Machine 2,,0.5351648351648352,0.1579212414788819
T3,,,Laser Cutter,Medium Capacity Cutting Machine 3,Laser Welding Machine 2,,0.5320512820512822,0.152280840023067
T3,,,Riveting Machine,Medium Capacity Cutting Machine 3,Laser Welding Machine 2,,0.5320512820512822,0.152280840023067
T3,,,Low Capacity Cutting Machine 1,Medium Capacity Cutting Machine 3,Laser Welding Machine 2,,0.5320512820512822,0.152280840023067
T3,,,Riveting Machine,Testing Machine 3,Laser Welding Machine 1,,0.532051282051282,0.1522808400230668
T3,,,Low Capacity Cutting Machine 1,Testing Machine 3,Laser Welding Machine 1,,0.532051282051282,0.1522808400230668
T3,,,Laser Cutter,Testing Machine 3,Laser Welding Machine 1,,0.532051282051282,0.1522808400230668
T3,,,Testing Machine 2,Assembly Machine 2,Medium Capacity Cutting Machine 2,,0.531043956043956,0.1504560042579501
T3,,,Large Capacity Cutting Machine 2,Assembly Machine 2,Medium Capacity Cutting Machine 2,,0.531043956043956,0.1504560042579501
T3,,,Laser Welding Machine 2,Assembly Machine 2,Medium Capacity Cutting Machine 2,,0.531043956043956,0.1504560042579501
T3,,,Testing Machine 1,Large Capacity Cutting Machine 2,Laser Welding Machine 2,,0.5296703296703298,0.147967591850973
T3,,,Testing Machine 1,Assembly Machine 3,Laser Welding Machine 2,,0.5296703296703298,0.147967591850973
T3,,,Medium Capacity Cutting Machine 3,Low Capacity Cutting Machine 1,Testing Machine 3,,0.5288461538461537,0.1464745444067862
T3,,,Medium Capacity Cutting Machine 3,Riveting Machine,Testing Machine 3,,0.5288461538461537,0.1464745444067862
T3,,,Medium Capacity Cutting Machine 3,Laser Cutter,Testing Machine 3,,0.5288461538461537,0.1464745444067862
T3,,,Medium Capacity Cutting Machine 2,Assembly Machine 2,Laser Cutter,,0.5285714285714286,0.145976861925391
T3,,,Medium Capacity Cutting Machine 2,Assembly Machine 2,Low Capacity Cutting Machine 1,,0.5285714285714286,0.145976861925391
T3,,,Medium Capacity Cutting Machine 2,Assembly Machine 2,Riveting Machine,,0.5285714285714286,0.145976861925391
T3,,,Large Capacity Cutting Machine 1,Riveting Machine,Medium Capacity Cutting Machine 2,,0.5274725274725274,0.1439861319998089
T3,,,Laser Welding Machine 1,Low Capacity Cutting Machine 1,Medium Capacity Cutting Machine 2,,0.5274725274725274,0.1439861319998089
T3,,,Large Capacity Cutting Machine 1,Laser Cutter,Medium Capacity Cutting Machine 2,,0.5274725274725274,0.1439861319998089
T3,,,Laser Welding Machine 1,Riveting Machine,Medium Capacity Cutting Machine 2,,0.5274725274725274,0.1439861319998089
T3,,,Large Capacity Cutting Machine 1,Low Capacity Cutting Machine 1,Medium Capacity Cutting Machine 2,,0.5274725274725274,0.1439861319998089
T3,,,Laser Welding Machine 1,Laser Cutter,Medium Capacity Cutting Machine 2,,0.5274725274725274,0.1439861319998089
T3,,,Riveting Machine,Large Capacity Cutting Machine 2,Assembly Machine 2,,0.5269230769230769,0.1429907670370182
T3,,,Low Capacity Cutting Machine 1,Large Capacity Cutting Machine 2,Assembly Machine 2,,0.5269230769230769,0.1429907670370182
T3,,,Laser Cutter,Large Capacity Cutting Machine 2,Assembly Machine 2,,0.5269230769230769,0.1429907670370182
T3,,,Large Capacity Cutting Machine 1,Medium Capacity Cutting Machine 2,Low Capacity Cutting Machine 1,,0.5261904761904761,0.1416636137532968
T3,,,Laser Welding Machine 1,Medium Capacity Cutting Machine 2,Riveting Machine,,0.5261904761904761,0.1416636137532968
T3,,,Laser Welding Machine 1,Medium Capacity Cutting Machine 2,Laser Cutter,,0.5261904761904761,0.1416636137532968
T3,,,Laser Welding Machine 1,Medium Capacity Cutting Machine 2,Low Capacity Cutting Machine 1,,0.5261904761904761,0.1416636137532968
T3,,,Large Capacity Cutting Machine 1,Medium Capacity Cutting Machine 2,Laser Cutter,,0.5261904761904761,0.1416636137532968
T3,,,Large Capacity Cutting Machine 1,Medium Capacity Cutting Machine 2,Riveting Machine,,0.5261904761904761,0.1416636137532968
T3,,,Testing Machine 1,Medium Capacity Cutting Machine 3,Riveting Machine,,0.5238095238095238,0.137350365581203
T3,,,Testing Machine 1,Medium Capacity Cutting Machine 3,Low Capacity Cutting Machine 1,,0.5238095238095238,0.137350365581203
T3,,,Testing Machine 1,Medium Capacity Cutting Machine 3,Laser Cutter,,0.5238095238095238,0.137350365581203
T3,,,Laser Welding Machine 2,Riveting Machine,Assembly Machine 2,,0.5233516483516483,0.1365208947788771
T3,,,Laser Welding Machine 2,Low Capacity Cutting Machine 1,Assembly Machine 2,,0.5233516483516483,0.1365208947788771
T3,,,Large Capacity Cutting Machine 2,Riveting Machine,Assembly Machine 2,,0.5233516483516483,0.1365208947788771
T3,,,Large Capacity Cutting Machine 2,Laser Cutter,Assembly Machine 2,,0.5233516483516483,0.1365208947788771
T3,,,Testing Machine 2,Low Capacity Cutting Machine 1,Assembly Machine 2,,0.5233516483516483,0.1365208947788771
T3,,,Testing Machine 2,Riveting Machine,Assembly Machine 2,,0.5233516483516483,0.1365208947788771
T3,,,Large Capacity Cutting Machine 2,Low Capacity Cutting Machine 1,Assembly Machine 2,,0.5233516483516483,0.1365208947788771
T3,,,Laser Welding Machine 2,Laser Cutter,Assembly Machine 2,,0.5233516483516483,0.1365208947788771
T3,,,Testing Machine 2,Laser Cutter,Assembly Machine 2,,0.5233516483516483,0.1365208947788771
T3,,,Medium Capacity Cutting Machine 3,Testing Machine 3,Laser Welding Machine 2,,0.5224358974358975,0.1348619531742257
T3,,,Testing Machine 2,Laser Welding Machine 2,Assembly Machine 3,,0.522069597069597,0.1341983765323649
T3,,,Assembly Machine 3,Laser Welding Machine 2,Large Capacity Cutting Machine 2,,0.522069597069597,0.1341983765323649
T3,,,Large Capacity Cutting Machine 2,Laser Welding Machine 2,Assembly Machine 3,,0.522069597069597,0.1341983765323649
T3,,,Large Capacity Cutting Machine 2,Laser Welding Machine 2,Testing Machine 2,,0.522069597069597,0.1341983765323649
T3,,,Testing Machine 2,Laser Welding Machine 2,Large Capacity Cutting Machine 2,,0.522069597069597,0.1341983765323649
T3,,,Assembly Machine 3,Laser Welding Machine 2,Testing Machine 2,,0.522069597069597,0.1341983765323649
T3,,,Testing Machine 3,Assembly Machine 3,Low Capacity Cutting Machine 1,,0.5214285714285715,0.1330371174091091
T3,,,Testing Machine 3,Large Capacity Cutting Machine 2,Laser Cutter,,0.5214285714285715,0.1330371174091091
T3,,,Testing Machine 3,Large Capacity Cutting Machine 2,Low Capacity Cutting Machine 1,,0.5214285714285715,0.1330371174091091
T3,,,Testing Machine 3,Large Capacity Cutting Machine 2,Riveting Machine,,0.5214285714285715,0.1330371174091091
T3,,,Testing Machine 3,Assembly Machine 3,Riveting Machine,,0.5214285714285715,0.1330371174091091
T3,,,Testing Machine 3,Assembly Machine 3,Laser Cutter,,0.5214285714285715,0.1330371174091091
T3,,,Medium Capacity Cutting Machine 2,Laser Welding Machine 1,Assembly Machine 3,,0.5208791208791208,0.1320417524463179
T3,,,Medium Capacity Cutting Machine 2,Laser Welding Machine 1,Testing Machine 2,,0.5208791208791208,0.1320417524463179
T3,,,Medium Capacity Cutting Machine 2,Laser Welding Machine 1,Large Capacity Cutting Machine 2,,0.5208791208791208,0.1320417524463179
T3,,,Riveting Machine,Laser Welding Machine 2,Medium Capacity Cutting Machine 2,,0.5179487179487179,0.1267331393114331
T3,,,Laser Cutter,Laser Welding Machine 2,Medium Capacity Cutting Machine 2,,0.5179487179487179,0.1267331393114331
T3,,,Low Capacity Cutting Machine 1,Laser Welding Machine 2,Medium Capacity Cutting Machine 2,,0.5179487179487179,0.1267331393114331
T3,,,Medium Capacity Cutting Machine 3,Assembly Machine 2,Large Capacity Cutting Machine 2,,0.5173076923076922,0.125571880188177
T3,,,Medium Capacity Cutting Machine 3,Assembly Machine 2,Testing Machine 2,,0.5173076923076922,0.125571880188177
T3,,,Testing Machine 3,Riveting Machine,Assembly Machine 3,,0.5137362637362637,0.119102007930036
T3,,,Testing Machine 3,Riveting Machine,Large Capacity Cutting Machine 2,,0.5137362637362637,0.119102007930036
T3,,,Testing Machine 3,Low Capacity Cutting Machine 1,Large Capacity Cutting Machine 2,,0.5137362637362637,0.119102007930036
T3,,,Testing Machine 3,Laser Cutter,Large Capacity Cutting Machine 2,,0.5137362637362637,0.119102007930036
T3,,,Testing Machine 3,Low Capacity Cutting Machine 1,Assembly Machine 3,,0.5137362637362637,0.119102007930036
T3,,,Testing Machine 3,Laser Cutter,Assembly Machine 3,,0.5137362637362637,0.119102007930036
T3,,,Assembly Machine 3,Large Capacity Cutting Machine 1,Laser Cutter,,0.513095238095238,0.1179407488067799
T3,,,Assembly Machine 3,Large Capacity Cutting Machine 1,Low Capacity Cutting Machine 1,,0.513095238095238,0.1179407488067799
T3,,,Testing Machine 2,Large Capacity Cutting Machine 1,Laser Cutter,,0.513095238095238,0.1179407488067799
T3,,,Testing Machine 2,Assembly Machine 1,Laser Cutter,,0.513095238095238,0.1179407488067799
